Date,Open,High,Low,Close,Adj Close,Volume
2021-09-29,14.460000,14.500000,14.170000,14.300000,13.923157,56805500
2021-09-30,14.260000,14.320000,14.090000,14.160000,13.786846,78820500
2021-10-01,14.260000,14.370000,14.010000,14.160000,13.786846,51880900
2021-10-04,14.270000,14.790000,14.220000,14.350000,13.971840,78332500
2021-10-05,14.440000,14.440000,14.110000,14.290000,13.913420,55915800
2021-10-06,14.140000,14.340000,13.890000,14.120000,13.747900,61020300
2021-10-07,14.340000,14.950000,14.310000,14.890000,14.497609,96557500
2021-10-08,14.920000,15.490000,14.850000,15.120000,14.721547,99468900
2021-10-11,15.200000,15.360000,14.970000,15.090000,14.692338,45302300
2021-10-12,15.110000,15.680000,15.010000,15.640000,15.227844,89134000
2021-10-13,15.590000,15.690000,15.270000,15.510000,15.101270,63363500
2021-10-14,15.620000,15.620000,15.370000,15.450000,15.042850,50875100
2021-10-15,15.540000,16.030001,15.540000,15.700000,15.286263,77211800
2021-10-18,15.570000,15.650000,15.490000,15.560000,15.149952,48643800
2021-10-19,15.600000,15.690000,15.370000,15.420000,15.013641,44668300
2021-10-20,15.430000,16.160000,15.370000,16.040001,15.617303,105213700
2021-10-21,16.160000,16.700001,16.129999,16.549999,16.113863,95855000
2021-10-22,16.420000,16.540001,16.230000,16.280001,15.850979,60646800
2021-10-25,16.400000,16.500000,15.810000,16.000000,15.578357,67808000
2021-10-26,16.090000,16.219999,15.700000,15.940000,15.519938,64882300
2021-10-27,15.790000,15.920000,15.500000,15.510000,15.101270,96094300
2021-10-28,16.860001,17.580000,16.709999,16.860001,16.415693,215237600
2021-10-29,16.860001,17.360001,16.549999,17.080000,16.629896,100560700
2021-11-01,17.500000,17.969999,17.070000,17.950001,17.476971,125246500
2021-11-02,18.150000,18.190001,17.730000,18.010000,17.535387,115146200
2021-11-03,17.920000,18.830000,17.879999,18.629999,18.139048,104755500
2021-11-04,18.920000,19.500000,18.719999,19.420000,18.908232,157505500
2021-11-05,19.709999,19.719999,18.990000,19.290001,18.781656,122232200
2021-11-08,19.400000,20.420000,19.240000,20.150000,19.618992,153490400
2021-11-09,20.510000,20.510000,19.410000,20.120001,19.589785,164928500
2021-11-10,19.879999,20.469999,19.059999,19.360001,18.849812,229109600
2021-11-11,19.639999,19.840000,19.260000,19.549999,19.034803,96436500
2021-11-12,19.379999,19.620001,19.209999,19.500000,18.986124,77837900
2021-11-15,19.459999,19.950001,19.139999,19.860001,19.336637,84838600
2021-11-16,19.900000,20.059999,19.530001,19.790001,19.268482,66557200
2021-11-17,19.740000,20.010000,19.440001,19.959999,19.434000,80855200
2021-11-18,20.160000,20.260000,19.360001,19.559999,19.140434,111368800
2021-11-19,19.639999,19.670000,19.240000,19.389999,18.974081,64610400
2021-11-22,19.389999,20.790001,19.309999,20.480000,20.040699,137861700
2021-11-23,20.430000,20.530001,19.969999,20.200001,19.766708,90984500
2021-11-24,19.969999,20.340000,19.780001,20.250000,19.815634,77324300
2021-11-26,19.660000,19.840000,19.469999,19.750000,19.326359,49434000
2021-11-29,20.070000,20.190001,19.490000,19.670000,19.248075,68778700
2021-11-30,19.620001,19.950001,19.030001,19.190001,18.778374,103238400
2021-12-01,19.629999,20.469999,19.530001,19.580000,19.160006,125295600
2021-12-02,19.500000,20.110001,19.280001,19.870001,19.443785,94142300
2021-12-03,20.370001,20.400000,18.930000,19.139999,18.729445,120275200
2021-12-06,19.230000,19.490000,18.610001,19.219999,18.807726,88147400
2021-12-07,19.650000,20.059999,19.520000,19.959999,19.531855,75885600
2021-12-08,20.180000,20.190001,19.750000,19.809999,19.385071,63246800
2021-12-09,19.760000,19.930000,19.540001,19.570000,19.150221,63357600
2021-12-10,19.770000,21.490000,19.760000,21.450001,20.989895,169657200
2021-12-13,21.240000,21.299999,20.129999,20.430000,19.991774,126632300
2021-12-14,19.799999,20.180000,19.379999,20.049999,19.619923,124559700
2021-12-15,19.990000,20.330000,19.549999,20.190001,19.756922,79679700
2021-12-16,20.570000,21.100000,20.260000,20.350000,19.913488,107020900
2021-12-17,20.030001,20.240000,19.600000,19.770000,19.345930,98710700
2021-12-20,19.459999,19.620001,19.049999,19.420000,19.003439,74565600
2021-12-21,19.750000,19.790001,19.330000,19.610001,19.189363,58930900
2021-12-22,19.639999,20.340000,19.639999,20.139999,19.707993,75806400
2021-12-23,20.080000,20.410000,20.000000,20.250000,19.815634,50610500
2021-12-27,20.260000,20.889999,20.100000,20.799999,20.353836,59651800
2021-12-28,20.660000,21.059999,20.590000,20.760000,20.314695,53020500
2021-12-29,20.709999,20.770000,20.450001,20.559999,20.118986,37883000
2021-12-30,20.590000,20.959999,20.469999,20.469999,20.030914,51470100
2021-12-31,20.459999,21.010000,20.459999,20.770000,20.324480,51899600
2022-01-03,21.270000,21.879999,21.059999,21.770000,21.303032,110449000
2022-01-04,22.520000,24.559999,22.420000,24.309999,23.788546,311645200
2022-01-05,24.059999,24.950001,23.469999,23.660000,23.152489,253540000
2022-01-06,24.090000,24.620001,23.360001,24.459999,23.935328,155058800
2022-01-07,24.670000,24.910000,24.040001,24.440001,23.915758,127017500
2022-01-10,24.100000,24.440001,23.350000,23.850000,23.338415,122800700
2022-01-11,23.780001,24.350000,23.280001,24.350000,23.827690,106011600
2022-01-12,24.610001,24.840000,24.010000,24.469999,23.945114,104050000
2022-01-13,24.639999,25.870001,24.370001,25.020000,24.483318,185780500
2022-01-14,24.469999,25.280001,24.299999,25.190001,24.649672,146012200
2022-01-18,24.870001,25.129999,24.299999,24.379999,23.857044,110518100
2022-01-19,24.650000,24.920000,22.410000,22.450001,21.968445,153198200
2022-01-20,21.879999,22.879999,21.570000,21.650000,21.185604,152014100
2022-01-21,21.209999,21.500000,20.540001,20.650000,20.207052,145532900
2022-01-24,19.930000,20.469999,18.799999,20.389999,19.952631,186674000
2022-01-25,20.000000,20.309999,19.559999,19.980000,19.551426,116775800
2022-01-26,21.010000,21.040001,19.570000,19.910000,19.482927,135786400
2022-01-27,20.309999,20.650000,19.410000,19.549999,19.130648,105674400
2022-01-28,19.320000,19.549999,18.920000,19.540001,19.219173,87677100
2022-01-31,19.580000,20.330000,19.370001,20.299999,19.966692,91361900
2022-02-01,20.610001,20.850000,19.920000,20.660000,20.320784,117651800
2022-02-02,20.809999,21.049999,20.180000,20.629999,20.291275,95377600
2022-02-03,20.170000,20.620001,19.870001,19.889999,19.563425,103016000
2022-02-04,18.520000,18.590000,17.520000,17.959999,17.665113,211100500
2022-02-07,17.730000,18.120001,17.700001,17.889999,17.596262,84610000
2022-02-08,17.580000,17.910000,17.020000,17.719999,17.429052,142694300
2022-02-09,18.270000,18.430000,18.030001,18.350000,18.048710,87118600
2022-02-10,17.969999,18.629999,17.920000,18.080000,17.783144,76195300
2022-02-11,18.100000,18.360001,17.420000,17.549999,17.261845,94534100
2022-02-14,17.510000,17.730000,17.290001,17.459999,17.173323,78625000
2022-02-15,17.799999,18.129999,17.719999,18.080000,17.783144,65883300
2022-02-16,17.889999,18.209999,17.740000,18.010000,17.714293,57442100
2022-02-17,17.860001,17.940001,17.500000,17.540001,17.252010,55368600
2022-02-18,17.600000,18.480000,17.570000,18.040001,17.743801,106404200
2022-02-22,17.670000,17.760000,17.070000,17.290001,17.006115,98550700
2022-02-23,17.500000,17.730000,16.879999,16.950001,16.671700,79855400
2022-02-24,15.990000,17.190001,15.960000,17.150000,16.868412,110443900
2022-02-25,17.250000,17.900000,17.120001,17.830000,17.537249,78888000
2022-02-28,17.340000,17.680000,17.209999,17.559999,17.271681,82367800
2022-03-01,17.410000,17.410000,16.450001,16.700001,16.425802,94819500
2022-03-02,17.500000,18.250000,17.299999,18.100000,17.802816,138638200
2022-03-03,18.250000,18.250000,17.440001,17.600000,17.311026,95395500
2022-03-04,17.350000,17.389999,16.639999,16.850000,16.573339,91304000
2022-03-07,16.840000,16.900000,15.970000,15.970000,15.707788,87999200
2022-03-08,16.059999,16.719999,15.770000,16.030001,15.766803,101020300
2022-03-09,16.650000,16.830000,16.280001,16.370001,16.101221,62846700
2022-03-10,16.110001,16.410000,15.760000,16.330000,16.061876,72992600
2022-03-11,16.400000,16.480000,16.010000,16.040001,15.776640,54985900
2022-03-14,16.090000,16.230000,15.510000,15.740000,15.481564,66341700
2022-03-15,15.770000,16.139999,15.530000,16.059999,15.796309,65263700
2022-03-16,16.469999,16.629999,16.059999,16.580000,16.307774,82677600
2022-03-17,16.230000,16.580000,16.160000,16.580000,16.307774,58500200
2022-03-18,16.420000,16.900000,16.280001,16.860001,16.583174,89144000
2022-03-21,16.870001,17.110001,16.330000,16.480000,16.209414,72583600
2022-03-22,16.719999,17.309999,16.700001,17.090000,16.809399,77647100
2022-03-23,16.820000,17.049999,16.570000,16.680000,16.406130,63296800
2022-03-24,16.740000,16.980000,16.639999,16.830000,16.553667,56314200
2022-03-25,16.740000,16.780001,16.340000,16.469999,16.199577,62023100
2022-03-28,16.549999,16.680000,16.280001,16.670000,16.396296,54634400
2022-03-29,17.010000,17.799999,17.010000,17.750000,17.458561,90676900
2022-03-30,17.520000,17.660000,17.200001,17.270000,16.986444,57853400
2022-03-31,17.200001,17.350000,16.500000,16.910000,16.632353,52529400
2022-04-01,17.010000,17.150000,16.340000,16.650000,16.376621,64695700
2022-04-04,16.660000,16.730000,16.360001,16.660000,16.386457,51146500
2022-04-05,16.459999,16.620001,15.810000,15.820000,15.560250,91708000
2022-04-06,15.600000,15.800000,15.180000,15.390000,15.137312,102881600
2022-04-07,15.070000,15.210000,14.560000,14.960000,14.714372,101229100
2022-04-08,14.940000,15.440000,14.810000,15.050000,14.802894,75085800
2022-04-11,14.890000,15.770000,14.890000,15.280000,15.029117,66117100
2022-04-12,15.500000,15.720000,15.280000,15.360000,15.107802,49138700
2022-04-13,15.310000,15.550000,15.220000,15.510000,15.255341,51871800
2022-04-14,15.500000,15.760000,15.460000,15.480000,15.225833,39312900
2022-04-18,15.370000,15.790000,15.370000,15.670000,15.412713,40205800
2022-04-19,15.740000,16.230000,15.740000,16.150000,15.884832,55398300
2022-04-20,16.230000,16.549999,16.010000,16.049999,15.786473,47351500
2022-04-21,16.480000,16.570000,15.610000,15.700000,15.442221,49898500
2022-04-22,15.550000,15.640000,15.000000,15.130000,14.881579,56193700
2022-04-25,14.910000,15.200000,14.620000,15.190000,15.039999,58361400
2022-04-26,15.100000,15.140000,14.670000,14.710000,14.564739,60345300
2022-04-27,14.790000,15.100000,14.600000,14.850000,14.703358,65847900
2022-04-28,14.910000,14.990000,13.900000,14.620000,14.475628,131556500
2022-04-29,14.590000,14.970000,14.100000,14.160000,14.020171,83184900
2022-05-02,14.020000,14.290000,13.820000,14.270000,14.129085,64734000
2022-05-03,14.310000,14.750000,14.200000,14.560000,14.416222,55734200
2022-05-04,14.510000,15.000000,14.260000,14.980000,14.832073,59774900
2022-05-05,14.820000,14.820000,14.340000,14.530000,14.386517,57889200
2022-05-06,14.460000,14.600000,14.000000,14.210000,14.069677,66622200
2022-05-09,13.850000,14.170000,13.310000,13.370000,13.237972,71242000
2022-05-10,13.800000,13.840000,13.020000,13.350000,13.218170,75506700
2022-05-11,13.200000,13.620000,12.790000,12.830000,12.703304,71644900
2022-05-12,12.210000,12.800000,12.150000,12.440000,12.317155,113203900
2022-05-13,12.880000,13.630000,12.870000,13.500000,13.366689,78944200
2022-05-16,13.490000,13.520000,12.980000,13.050000,12.921132,65055400
2022-05-17,13.340000,13.530000,13.160000,13.530000,13.396392,50891400
2022-05-18,13.250000,13.360000,12.710000,12.780000,12.653798,68362500
2022-05-19,12.640000,13.120000,12.630000,12.850000,12.723107,58459600
2022-05-20,13.050000,13.120000,12.070000,12.500000,12.376563,78183400
2022-05-23,12.640000,12.950000,12.500000,12.830000,12.703304,51929600
2022-05-24,12.600000,12.680000,12.270000,12.420000,12.297354,51082800
2022-05-25,12.330000,12.810000,12.320000,12.710000,12.584490,41193100
2022-05-26,12.800000,13.200000,12.790000,13.120000,12.990440,45709200
2022-05-27,13.260000,13.630000,13.240000,13.630000,13.495404,54195700
2022-05-31,13.680000,13.820000,13.350000,13.680000,13.544911,79689900
2022-06-01,13.880000,13.970000,13.400000,13.550000,13.416195,50726200
2022-06-02,13.640000,13.960000,13.600000,13.890000,13.752837,42979700
2022-06-03,13.630000,13.780000,13.360000,13.500000,13.366689,43625200
2022-06-06,13.740000,13.740000,13.380000,13.460000,13.327084,37711100
2022-06-07,13.260000,13.770000,13.190000,13.740000,13.604318,38940300
2022-06-08,13.630000,13.850000,13.440000,13.530000,13.396392,39441900
2022-06-09,13.510000,13.590000,13.280000,13.280000,13.148861,30468000
2022-06-10,13.000000,13.210000,12.630000,12.750000,12.624095,55644400
2022-06-13,12.300000,12.380000,11.740000,11.810000,11.693377,80676300
2022-06-14,11.990000,12.420000,11.910000,12.200000,12.079526,82369300
2022-06-15,12.220000,12.420000,12.000000,12.270000,12.148835,70393200
2022-06-16,11.800000,11.910000,11.120000,11.250000,11.138906,80380100
2022-06-17,11.240000,11.440000,10.900000,11.230000,11.119104,80248800
2022-06-21,11.550000,11.660000,11.350000,11.460000,11.346833,66283400
2022-06-22,11.260000,11.680000,11.210000,11.480000,11.366635,46098900
2022-06-23,11.500000,11.580000,11.250000,11.560000,11.445847,53655000
2022-06-24,11.650000,12.120000,11.570000,12.010000,11.891402,55457600
2022-06-27,12.120000,12.180000,11.900000,12.040000,11.921105,44009900
2022-06-28,12.140000,12.440000,11.800000,11.810000,11.693377,45866900
2022-06-29,11.740000,11.760000,11.380000,11.520000,11.406241,39474200
2022-06-30,11.240000,11.360000,10.930000,11.130000,11.020092,59238200
2022-07-01,11.100000,11.500000,10.990000,11.320000,11.208216,54356000
2022-07-05,11.050000,11.210000,10.610000,11.200000,11.089400,87269800
2022-07-06,11.150000,11.270000,10.840000,11.060000,10.950784,71282900
2022-07-07,11.330000,11.720000,11.330000,11.650000,11.534957,63000400
2022-07-08,11.650000,11.780000,11.480000,11.620000,11.505253,55235600
2022-07-11,11.540000,11.660000,11.270000,11.290000,11.178512,48833600
2022-07-12,11.290000,11.720000,11.270000,11.560000,11.445847,58414500
2022-07-13,11.310000,11.580000,11.170000,11.510000,11.396339,48274300
